TransmittingNode,ReceivingNode,Distance,Height,Foliage,PacketNumber,DateTime,Temperature,Pressure,Latitude,Longitude,RSSI,SNR
2,1,108,1.5,0,1198,2025-07-15T13:13:03,30.6,1007.25,14.594601,120.981178,-92,10.5
2,1,108,1.5,0,1200,2025-07-15T13:13:06,30.64,1007.25,14.594605,120.981179,-91,9.75
2,1,108,1.5,0,1201,2025-07-15T13:13:07,30.62,1007.22,14.594606,120.981179,-92,7.25
2,1,108,1.5,0,1202,2025-07-15T13:13:07,30.64,1007.24,14.594606,120.981179,-94,7.5
2,1,108,1.5,0,1203,2025-07-15T13:13:09,30.63,1007.23,14.594608,120.98118,-93,10.5
2,1,108,1.5,0,1204,2025-07-15T13:13:09,30.65,1007.23,14.594608,120.98118,-93,9.25
2,1,108,1.5,0,1206,2025-07-15T13:13:12,30.62,1007.26,14.594609,120.98118,-96,10
2,1,108,1.5,0,1207,2025-07-15T13:13:13,30.58,1007.22,14.59461,120.98118,-93,5.25
2,1,108,1.5,0,1208,2025-07-15T13:13:13,30.6,1007.29,14.59461,120.98118,-92,7.5
2,1,108,1.5,0,1209,2025-07-15T13:13:15,30.61,1007.27,14.59461,120.981179,-94,10
2,1,108,1.5,0,1210,2025-07-15T13:13:15,30.61,1007.28,14.59461,120.981179,-95,10.25
2,1,108,1.5,0,1213,2025-07-15T13:13:19,30.6,1007.22,14.594612,120.981178,-91,6
2,1,108,1.5,0,1214,2025-07-15T13:13:19,30.61,1007.26,14.594612,120.981178,-93,7
2,1,108,1.5,0,1215,2025-07-15T13:13:21,30.6,1007.22,14.594613,120.981176,-91,12.25
2,1,108,1.5,0,1216,2025-07-15T13:13:21,30.6,1007.21,14.594613,120.981176,-89,11.75
2,1,108,1.5,0,1218,2025-07-15T13:13:24,30.56,1007.2,14.594616,120.981176,-99,8.5
2,1,108,1.5,0,1219,2025-07-15T13:13:25,30.56,1007.22,14.594616,120.981176,-87,1
2,1,108,1.5,0,1220,2025-07-15T13:13:25,30.53,1007.22,14.594616,120.981176,-87,7.75
2,1,108,1.5,0,1221,2025-07-15T13:13:27,30.54,1007.24,14.594616,120.981176,-90,11
2,1,108,1.5,0,1222,2025-07-15T13:13:27,30.53,1007.27,14.594616,120.981176,-88,11.5
2,1,108,1.5,0,1224,2025-07-15T13:13:30,30.53,1007.27,14.594613,120.981178,-88,11.5
2,1,108,1.5,0,1225,2025-07-15T13:13:31,30.51,1007.23,14.594613,120.981177,-87,8.5
2,1,108,1.5,0,1226,2025-07-15T13:13:31,30.53,1007.23,14.594613,120.981177,-88,8
2,1,108,1.5,0,1227,2025-07-15T13:13:33,30.53,1007.25,14.594615,120.981176,-95,12
2,1,108,1.5,0,1228,2025-07-15T13:13:33,30.53,1007.2,14.594615,120.981176,-95,10.5
2,1,108,1.5,0,1230,2025-07-15T13:13:36,30.52,1007.24,14.594621,120.981173,-103,7
2,1,108,1.5,0,1231,2025-07-15T13:13:37,30.51,1007.2,14.594622,120.981173,-99,-1.25
2,1,108,1.5,0,1232,2025-07-15T13:13:37,30.5,1007.21,14.594622,120.981173,-104,1.5
2,1,108,1.5,0,1233,2025-07-15T13:13:39,30.5,1007.23,14.594624,120.981173,-106,6.25
2,1,108,1.5,0,1234,2025-07-15T13:13:39,30.51,1007.22,14.594624,120.981173,-104,5.25
2,1,108,1.5,0,1236,2025-07-15T13:13:42,30.49,1007.24,14.594625,120.981173,-108,3
2,1,108,1.5,0,1237,2025-07-15T13:13:43,30.45,1007.18,14.594625,120.981173,-102,-1.25
2,1,108,1.5,0,1238,2025-07-15T13:13:43,30.47,1007.22,14.594625,120.981173,-101,2.5
2,1,108,1.5,0,1239,2025-07-15T13:13:45,30.47,1007.2,14.594625,120.981171,-107,3.5
2,1,108,1.5,0,1240,2025-07-15T13:13:45,30.45,1007.21,14.594625,120.981171,-109,1.75
2,1,108,1.5,0,1241,2025-07-15T13:13:48,30.45,1007.22,14.594623,120.981171,-99,9
2,1,108,1.5,0,1245,2025-07-15T13:13:51,30.44,1007.21,14.594619,120.981175,-98,9.25
2,1,108,1.5,0,1247,2025-07-15T13:13:54,30.43,1007.2,14.594617,120.981175,-103,6
2,1,108,1.5,0,1251,2025-07-15T13:13:57,30.43,1007.21,14.594618,120.981177,-106,5.75
2,1,108,1.5,0,1253,2025-07-15T13:14:00,30.43,1007.18,14.59462,120.981179,-103,6.25
2,1,108,1.5,0,1362,2025-07-15T13:15:48,30.54,1007.23,14.59463,120.981189,-95,9.75
2,1,108,1.5,0,1363,2025-07-15T13:15:49,30.54,1007.27,14.594629,120.981189,-90,2
2,1,108,1.5,0,1371,2025-07-15T13:15:57,30.54,1007.23,14.594626,120.981195,-105,6.75
2,1,108,1.5,0,1372,2025-07-15T13:15:57,30.54,1007.22,14.594626,120.981195,-100,8.5
2,1,108,1.5,0,1376,2025-07-15T13:16:01,30.55,1007.19,14.594628,120.981196,-94,2.5
2,1,108,1.5,0,1377,2025-07-15T13:16:03,30.53,1007.2,14.594628,120.981196,-102,8.25
2,1,108,1.5,0,1378,2025-07-15T13:16:03,30.54,1007.21,14.594628,120.981196,-105,4.75
2,1,108,1.5,0,1384,2025-07-15T13:16:09,30.54,1007.24,14.594627,120.9812,-98,7.5
2,1,108,1.5,0,1389,2025-07-15T13:16:15,30.55,1007.22,14.594627,120.981202,-99,8
2,1,108,1.5,0,1392,2025-07-15T13:16:18,30.55,1007.22,14.594627,120.981201,-98,8.5
2,1,108,1.5,0,1393,2025-07-15T13:16:19,30.55,1007.19,14.594628,120.981201,-97,6.75
2,1,108,1.5,0,1395,2025-07-15T13:16:21,30.53,1007.17,14.594625,120.981201,-100,7.75
2,1,108,1.5,0,1398,2025-07-15T13:16:24,30.57,1007.18,14.594625,120.981201,-96,9
2,1,108,1.5,0,1399,2025-07-15T13:16:25,30.55,1007.18,14.594625,120.981198,-94,0.5
2,1,108,1.5,0,1401,2025-07-15T13:16:27,30.56,1007.18,14.594626,120.981194,-102,5.75
2,1,108,1.5,0,1404,2025-07-15T13:16:30,30.58,1007.22,14.594628,120.98119,-98,8.75
2,1,108,1.5,0,1405,2025-07-15T13:16:31,30.56,1007.2,14.594629,120.981188,-94,0.5
2,1,108,1.5,0,1407,2025-07-15T13:16:33,30.59,1007.18,14.594632,120.981184,-97,8
2,1,108,1.5,0,1410,2025-07-15T13:16:36,30.61,1007.23,14.594634,120.98118,-103,5.25
2,1,108,1.5,0,1419,2025-07-15T13:16:45,30.6,1007.23,14.594635,120.981171,-102,4.25
2,1,108,1.5,0,1440,2025-07-15T13:17:06,30.61,1007.17,14.594628,120.981169,-97,-0.75
2,1,108,1.5,0,1443,2025-07-15T13:17:09,30.62,1007.2,14.594625,120.981168,-99,8.5
2,1,108,1.5,0,1446,2025-07-15T13:17:12,30.64,1007.15,14.594625,120.98117,-97,1
2,1,108,1.5,0,1447,2025-07-15T13:17:13,30.64,1007.15,14.594626,120.98117,-96,-0.75
2,1,108,1.5,0,1470,2025-07-15T13:17:36,30.63,1007.14,14.594625,120.981175,-91,4
2,1,108,1.5,0,1506,2025-07-15T13:18:12,30.59,1007.21,14.594626,120.981185,-94,-1
2,1,108,1.5,0,1512,2025-07-15T13:18:18,30.61,1007.18,14.594623,120.981183,-94,-0.25
2,1,108,1.5,0,1548,2025-07-15T13:18:54,30.68,1007.19,14.594634,120.981171,-102,5.5
2,1,108,1.5,0,1554,2025-07-15T13:19:00,30.68,1007.15,14.594637,120.981176,-102,4.5
2,1,108,1.5,0,1560,2025-07-15T13:19:06,30.7,1007.2,14.594637,120.981179,-100,7.75
2,1,108,1.5,0,1566,2025-07-15T13:19:12,30.7,1007.17,14.594632,120.981181,-100,8.5
2,1,108,1.5,0,1673,2025-07-15T13:21:00,30.81,1007.17,14.594637,120.981155,-102,4.25
2,1,108,1.5,0,1679,2025-07-15T13:21:06,30.8,1007.17,14.594635,120.981157,-103,4
2,1,108,1.5,0,1685,2025-07-15T13:21:12,30.8,1007.16,14.594639,120.981155,-102,5.5
2,1,108,1.5,0,1704,2025-07-15T13:21:30,30.79,1007.13,14.594641,120.981139,-96,-1
2,1,108,1.5,0,1722,2025-07-15T13:21:48,30.86,1007.18,14.594624,120.981146,-97,-1
2,1,108,1.5,0,1728,2025-07-15T13:21:54,30.86,1007.21,14.594625,180.981143,-98,-2
2,1,108,1.5,0,1758,2025-07-15T13:22:24,30.7,1007.16,14.594636,120.981163,-97,-1.5
2,1,108,1.5,0,1764,2025-07-15T13:22:30,30.66,1007.14,14.59464,120.981159,-97,0.5
2,1,108,1.5,0,1770,2025-07-15T13:22:36,30.64,1007.14,14.594644,120.981155,-95,-2.25
2,1,108,1.5,0,1788,2025-07-15T13:22:54,30.63,1007.08,14.594648,120.98115,-97,8.25
2,1,108,1.5,0,1794,2025-07-15T13:23:00,30.63,1007.11,14.594644,120.981153,-100,4
2,1,108,1.5,0,1800,2025-07-15T13:23:06,30.62,1007.09,14.594641,120.981154,-100,7.75
2,1,108,1.5,0,1806,2025-07-15T13:23:12,30.59,1007.11,14.594639,120.981158,-103,0.75
2,1,108,1.5,0,1883,2025-07-15T13:24:30,30.41,1007.09,14.594599,120.981201,-97,5
2,1,108,1.5,0,1956,2025-07-15T13:25:42,30.63,1007.03,14.59467,120.981152,-95,-1.5
2,1,108,1.5,0,1962,2025-07-15T13:25:48,30.65,1007.03,14.594674,120.981151,-96,-1.5
2,1,108,1.5,0,2010,2025-07-15T13:26:36,30.74,1007.06,14.594674,120.981157,-100,4.75
2,1,108,1.5,0,2016,2025-07-15T13:26:42,30.74,1007.05,14.594673,120.981155,-100,4
2,1,108,2,0,2800,2025-07-15T13:40:07,30.82,1006.85,14.594678,120.98122,-95,11.25
2,1,108,2,0,2903,2025-07-15T13:41:49,30.77,1006.85,14.594677,120.981227,-91,7
2,1,108,2,0,2909,2025-07-15T13:41:55,30.76,1006.81,14.594656,120.981233,-91,6.5
2,1,108,2,0,2915,2025-07-15T13:42:01,30.78,1006.85,14.594634,120.981241,-91,7.25
2,1,108,2,0,2921,2025-07-15T13:42:07,30.76,1006.86,14.594635,120.981244,-90,7.75
2,1,108,2,0,2927,2025-07-15T13:42:13,30.75,1006.87,14.594631,120.981246,-91,8.25
2,1,108,2,0,2933,2025-07-15T13:42:19,30.76,1006.81,14.594633,120.981245,-91,7.25
2,1,108,2,0,2939,2025-07-15T13:42:25,30.77,1006.85,14.59464,120.981242,-90,7
2,1,108,2,0,2956,2025-07-15T13:42:43,30.8,1006.83,14.594649,120.981235,-92,10.5
2,1,108,2,0,2962,2025-07-15T13:42:49,30.8,1006.8,14.594653,120.981233,-93,12
2,1,108,2,0,3065,2025-07-15T13:44:31,30.83,1006.8,14.594658,120.981222,-93,8.25
2,1,108,2,0,3071,2025-07-15T13:44:37,30.83,1006.83,14.594667,120.98122,-93,10.25
2,1,108,2,0,3077,2025-07-15T13:44:43,30.85,1006.84,14.594679,120.981215,-92,10.25
2,1,108,2,0,3083,2025-07-15T13:44:49,30.87,1006.83,14.594689,120.98121,-93,8.75
2,1,108,2,0,3089,2025-07-15T13:44:55,30.87,1006.83,14.594698,120.981206,-93,9
2,1,108,2,0,3095,2025-07-15T13:45:01,30.84,1006.84,14.594697,120.981206,-92,8.25
2,1,108,2,0,3101,2025-07-15T13:45:07,30.8,1006.82,14.594701,120.981202,-91,8.5
2,1,108,2,0,3107,2025-07-15T13:45:13,30.77,1006.8,14.594699,120.981204,-91,8.5
2,1,108,2,0,3113,2025-07-15T13:45:19,30.71,1006.79,14.594686,120.981209,-93,8
2,1,108,2,0,3119,2025-07-15T13:45:25,30.69,1006.82,14.594676,120.981215,-93,9.25
2,1,108,2,0,3125,2025-07-15T13:45:31,30.65,1006.81,14.594677,120.981214,-93,9.5
2,1,108,2,0,3131,2025-07-15T13:45:37,30.63,1006.8,14.594674,120.981217,-91,8.75
2,1,108,2,0,3137,2025-07-15T13:45:43,30.61,1006.78,14.594673,120.981219,-92,8
2,1,108,2,0,3143,2025-07-15T13:45:49,30.59,1006.79,14.594676,120.98122,-91,9
2,1,108,2,0,3149,2025-07-15T13:45:55,30.59,1006.78,14.594674,120.981222,-92,9.25
2,1,108,2,0,3155,2025-07-15T13:46:01,30.59,1006.78,14.594675,120.98122,-91,9.75
2,1,108,2,0,3161,2025-07-15T13:46:07,30.63,1006.8,14.594679,120.981216,-92,8.25
2,1,108,2,0,3167,2025-07-15T13:46:13,30.64,1006.8,14.594683,120.981212,-92,7
2,1,108,2,0,3173,2025-07-15T13:46:19,30.63,1006.79,14.594689,120.981207,-92,9.25
2,1,108,2,0,3179,2025-07-15T13:46:25,30.66,1006.81,14.594689,120.981205,-93,8.75
2,1,108,2,0,3184,2025-07-15T13:46:31,30.68,1006.83,14.594685,120.981205,-93,12
2,1,108,2,0,3190,2025-07-15T13:46:37,30.71,1006.78,14.594684,120.981206,-92,13
3,1,94,1.5,1,64,2025-07-15T13:20:25,30.08,1008.7,N/A,N/A,-101,6.5
3,1,94,1.5,1,70,2025-07-15T13:20:31,30.05,1008.67,N/A,N/A,-98,7.5
3,1,94,1.5,1,90,2025-07-15T13:20:49,30.09,1008.74,N/A,N/A,-96,9.75
3,1,94,1.5,1,62,2025-07-15T13:22:00,30.25,1008.66,14.594176,120.98235,-103,2.75
3,1,94,1.5,1,68,2025-07-15T13:22:06,30.26,1008.65,14.594182,120.982337,-103,3.25
3,1,94,1.5,1,69,2025-07-15T13:22:06,30.26,1008.61,14.594182,120.982337,-103,-1
3,1,94,1.5,1,73,2025-07-15T13:22:12,30.27,1008.66,14.594186,120.982356,-107,-6.75
3,1,94,1.5,1,127,2025-07-15T13:24:24,30.24,1008.61,14.594173,120.982347,-107,-3
3,1,94,1.5,1,384,2025-07-15T13:28:39,30.4,1008.48,14.594244,120.982325,-101,-0.5
3,1,94,1.5,1,391,2025-07-15T13:28:45,30.42,1008.5,14.594236,120.982339,-98,-1.5
3,1,94,2,1,540,2025-07-15T13:31:11,30.37,1008.39,14.594168,120.982324,-97,-1
3,1,94,2,1,546,2025-07-15T13:31:17,30.35,1008.36,14.594172,120.92319,-98,-2.75
3,1,94,2,1,557,2025-07-15T13:31:26,30.36,1008.39,14.59418,120.98231,-102,4.5
3,1,94,2,1,558,2025-07-15T13:31:27,30.36,1008.39,14.59418,120.98231,-103,4.25
3,1,94,2,1,564,2025-07-15T13:31:32,30.37,1008.42,14.594181,120.982307,-105,1.5
3,1,94,2,1,565,2025-07-15T13:31:33,30.35,1008.4,14.594181,120.982307,-105,1.5
3,1,94,2,1,571,2025-07-15T13:31:38,30.34,1008.39,14.594178,120.982306,-103,2.25
3,1,94,2,1,575,2025-07-15T13:31:42,30.34,1008.36,14.594176,120.982304,-102,-3.25
3,1,94,2,1,577,2025-07-15T13:31:44,30.32,1008.39,14.594174,120.982303,-102,4.5
3,1,94,2,1,578,2025-07-15T13:31:45,30.33,1008.38,14.594174,120.982303,-102,4.5
3,1,94,2,1,584,2025-07-15T13:31:50,30.31,1008.32,14.594173,120.982301,-103,3
3,1,94,2,1,585,2025-07-15T13:31:51,30.3,1008.34,14.594173,120.982301,-103,3.75
3,1,94,2,1,591,2025-07-15T13:31:56,30.31,1008.33,14.594169,120.982302,-103,3.25
3,1,94,2,1,592,2025-07-15T13:31:57,30.32,1008.32,14.594169,120.982302,-103,4
3,1,94,2,1,596,2025-07-15T13:32:00,30.34,1008.35,14.594168,120.982305,-99,3.75
3,1,94,2,1,598,2025-07-15T13:32:02,30.34,1008.34,14.594168,120.982309,-102,4.75
3,1,94,2,1,599,2025-07-15T13:32:03,30.35,1008.36,14.594168,120.982309,-102,4.75
3,1,94,2,1,603,2025-07-15T13:32:06,30.36,1008.38,14.594169,120.982311,-100,0
3,1,94,2,1,606,2025-07-15T13:32:09,30.36,1008.4,14.59417,120.982311,-102,4.25
3,1,94,2,1,612,2025-07-15T13:32:14,30.37,1008.37,14.594169,120.982312,-102,5.5
3,1,94,2,1,613,2025-07-15T13:32:15,30.37,1008.39,14.594169,120.982312,-103,4.75
3,1,94,2,1,619,2025-07-15T13:32:20,30.33,1008.38,14.59417,120.982314,-101,7
3,1,94,2,1,620,2025-07-15T13:32:21,30.33,1008.39,14.59417,120.982314,-101,6.25
3,1,94,2,1,624,2025-07-15T13:32:24,30.3,1008.36,14.59417,120.982315,-96,-0.5
3,1,94,2,1,626,2025-07-15T13:32:26,30.29,1008.37,14.59417,120.982316,-102,4.5
3,1,94,2,1,627,2025-07-15T13:32:27,30.28,1008.37,14.59417,120.982316,-103,4.5
3,1,94,2,1,631,2025-07-15T13:32:30,30.25,1008.34,14.594168,120.982316,-99,0
3,1,94,2,1,633,2025-07-15T13:32:32,30.25,1008.38,14.594165,120.982315,-102,4.75
3,1,94,2,1,634,2025-07-15T13:32:33,30.26,1008.37,14.594165,120.982315,-103,4.5
3,1,94,2,1,638,2025-07-15T13:32:36,30.23,1008.33,14.594162,120.982315,-99,1.5
3,1,94,2,1,640,2025-07-15T13:32:38,30.23,1008.33,14.594158,120.982316,-102,4.5
3,1,94,2,1,641,2025-07-15T13:32:39,30.24,1008.36,14.594158,120.982316,-103,3.5
3,1,94,2,1,647,2025-07-15T13:32:44,30.26,1008.37,14.594154,120.982319,-102,4.5
3,1,94,2,1,648,2025-07-15T13:32:45,30.26,1008.39,14.594154,120.982319,-103,4.5
3,1,94,2,1,654,2025-07-15T13:32:50,30.29,1008.36,14.594154,120.982319,-102,4
3,1,94,2,1,660,2025-07-15T13:32:56,30.31,1008.34,14.594154,120.982319,-101,6.5
3,1,94,2,1,661,2025-07-15T13:32:57,30.3,1008.38,14.594154,120.982319,-102,4.5
3,1,94,2,1,675,2025-07-15T13:33:09,30.33,1008.35,14.594159,120.982313,-102,4.75
3,1,94,2,1,711,2025-07-15T13:33:41,30.26,1008.3,14.594164,120.982297,-102,0.25
3,1,94,2,1,718,2025-07-15T13:33:47,30.26,1008.3,14.594165,120.982292,-101,0.25
3,1,94,2,1,732,2025-07-15T13:33:59,30.29,1008.33,14.59417,120.9823,-104,1
3,1,94,2,1,739,2025-07-15T13:34:05,30.3,1008.34,14.594171,120.9823,-102,5.5
3,1,94,2,1,746,2025-07-15T13:34:11,30.28,1008.3,14.594174,120.982297,-100,-0.5
3,1,94,2,1,753,2025-07-15T13:34:17,30.25,1008.28,14.594179,120.982291,-100,-0.25
3,1,94,2,1,760,2025-07-15T13:34:23,30.26,1008.34,14.594179,120.982287,-100,-0.75
3,1,94,2,1,774,2025-07-15T13:34:35,30.29,1008.34,14.594176,120.982289,-100,2.5
3,1,94,2,1,781,2025-07-15T13:34:41,30.29,1008.33,14.594166,120.982303,-101,-1.25
3,1,94,2,1,788,2025-07-15T13:34:47,30.31,1008.34,14.594151,120.982316,-103,1
3,1,94,2,1,795,2025-07-15T13:34:53,30.31,1008.36,14.594136,120.982332,-101,0.5
3,1,94,2,1,802,2025-07-15T13:34:59,30.31,1008.35,14.594127,120.98234,-101,2.5
3,1,94,2,1,809,2025-07-15T13:35:05,30.29,1008.31,14.594123,120.982339,-100,1.25
3,1,94,2,1,816,2025-07-15T13:35:11,30.3,1008.33,14.594121,120.982343,-102,1.5
3,1,94,2,1,823,2025-07-15T13:35:17,30.28,1008.29,14.594127,120.982346,-102,2.75
3,1,94,2,1,830,2025-07-15T13:35:23,30.29,1008.31,14.594141,120.982345,-103,1
3,1,94,2,1,843,2025-07-15T13:35:35,30.31,1008.31,14.594151,120.982342,-103,-1
3,1,94,2,1,849,2025-07-15T13:35:41,30.3,1008.3,14.594151,120.982341,-100,0.75
3,1,94,2,1,867,2025-07-15T13:35:59,30.32,1008.31,14.594153,120.982347,-103,0.5
3,1,94,2,1,873,2025-07-15T13:36:05,30.33,1008.31,14.594156,120.982349,-99,1.25
3,1,94,2,1,879,2025-07-15T13:36:11,30.33,1008.32,14.594157,120.98235,-101,-0.25
3,1,94,2,1,891,2025-07-15T13:36:23,30.27,1008.28,14.594165,120.982345,-99,0
3,1,94,2,1,915,2025-07-15T13:36:47,30.26,1008.31,14.594164,120.982335,-102,-0.25
3,1,94,2,1,921,2025-07-15T13:36:53,30.27,1008.32,14.594164,120.982335,-102,1.5
3,1,94,2,1,927,2025-07-15T13:36:59,30.29,1008.31,14.594163,120.982337,-101,2.5
3,1,94,2,1,933,2025-07-15T13:37:05,30.31,1008.32,14.594162,120.982338,-100,1
3,1,94,2,1,939,2025-07-15T13:37:11,30.3,1008.29,14.594162,120.982339,-101,1
3,1,94,2,1,945,2025-07-15T13:37:17,30.33,1008.31,14.594164,120.982339,-102,0.5
3,1,94,2,1,957,2025-07-15T13:37:29,30.34,1008.27,14.594161,120.982337,-102,1
3,1,94,2,1,1004,2025-07-15T13:38:11,30.38,1008.29,14.594152,120.982323,-101,1.5
3,1,94,2,1,1010,2025-07-15T13:38:17,30.41,1008.31,14.594148,120.982323,-101,0.5
3,1,94,2,1,1040,2025-07-15T13:38:48,30.37,1008.22,14.594143,120.982316,-93,11.5
3,1,94,2,1,1046,2025-07-15T13:38:54,30.41,1008.31,14.594143,120.982315,-93,2.75
3,1,94,2,1,1052,2025-07-15T13:39:00,30.41,1008.32,14.594143,120.982315,-91,3.25
3,1,94,2,1,1058,2025-07-15T13:39:06,30.41,1008.3,14.594142,120.982316,-91,-1
3,1,94,2,1,1079,2025-07-15T13:39:29,30.42,1008.32,14.594146,120.982307,-95,6.25
3,1,94,2,1,1080,2025-07-15T13:39:29,30.43,1008.34,14.594146,120.982307,-96,9
3,1,94,2,1,1126,2025-07-15T13:40:12,30.46,1008.3,14.594149,120.982304,-92,-0.75
3,1,94,2,1,1132,2025-07-15T13:40:18,30.44,1008.28,14.59415,120.982303,-91,-2.75
3,1,94,2,1,1142,2025-07-15T13:40:29,30.4,1008.27,14.594147,120.982309,-97,2.75
3,1,94,2,1,1148,2025-07-15T13:40:35,30.39,1008.29,14.594145,120.982313,-98,5.25
3,1,94,2,1,1154,2025-07-15T13:40:41,30.37,1008.29,14.59414,120.982316,-97,7.5
3,1,94,2,1,1160,2025-07-15T13:40:47,30.39,1008.32,14.594142,120.982318,-97,5.5
3,1,94,2,1,1166,2025-07-15T13:40:53,30.41,1008.32,14.594147,120.982319,-97,6.5
3,1,94,2,1,1172,2025-07-15T13:40:59,30.41,1008.3,14.59415,120.982319,-98,4.25
3,1,94,2,1,1178,2025-07-15T13:41:05,30.42,1008.32,14.594151,120.982317,-96,7
3,1,94,2,1,1184,2025-07-15T13:41:11,30.4,1008.33,14.594148,120.982315,-96,6.25
3,1,94,2,1,1190,2025-07-15T13:41:17,30.38,1008.32,14.594151,120.98231,-98,8
3,1,94,2,1,1196,2025-07-15T13:41:23,30.35,1008.29,14.594152,120.982308,-98,6.75
3,1,94,2,1,1209,2025-07-15T13:41:35,30.37,1008.26,14.594157,120.982306,-98,3.75
3,1,94,2,1,1215,2025-07-15T13:41:41,30.39,1008.31,14.59416,120.982307,-101,7.5
3,1,94,2,1,1216,2025-07-15T13:41:41,30.4,1008.34,14.59416,120.982307,-100,2
3,1,94,2,1,1222,2025-07-15T13:41:47,30.41,1008.32,14.594161,120.982307,-98,8.75
3,1,94,2,1,1223,2025-07-15T13:41:47,30.4,1008.31,14.594161,120.982307,-98,5.75
3,1,94,2,1,1230,2025-07-15T13:41:53,30.4,1008.27,14.594162,120.982308,-98,6
3,1,94,2,1,1236,2025-07-15T13:41:59,30.43,1008.29,14.594162,120.982313,-99,8
3,1,94,2,1,1237,2025-07-15T13:41:59,30.43,1008.31,14.594162,120.982313,-99,6
3,1,94,2,1,1243,2025-07-15T13:42:05,30.43,1008.33,14.594163,120.982314,-98,9.5
3,1,94,2,1,1244,2025-07-15T13:42:05,30.42,1008.31,14.594163,120.982314,-98,6.25
3,1,94,2,1,1250,2025-07-15T13:42:11,30.41,1008.27,14.594161,120.982314,-98,8.75
3,1,94,2,1,1251,2025-07-15T13:42:11,30.41,1008.26,14.594161,120.982314,-98,7.5
3,1,94,2,1,1257,2025-07-15T13:42:17,30.39,1008.25,14.59416,120.982314,-97,8.75
3,1,94,2,1,1258,2025-07-15T13:42:17,30.38,1008.26,14.59416,120.982314,-97,4.25
3,1,94,2,1,1264,2025-07-15T13:42:23,30.39,1008.29,14.594161,120.98231,-98,8.75
3,1,94,2,1,1265,2025-07-15T13:42:23,30.33,1008.22,14.594161,120.98231,-97,7
3,1,94,2,1,1277,2025-07-15T13:42:35,30.43,1008.28,14.594162,120.982306,-97,7
3,1,94,2,1,1354,2025-07-15T13:43:40,30.7,1008.28,14.594171,120.982255,-99,3.5
3,1,94,2,1,1361,2025-07-15T13:43:46,30.71,1008.25,14.594167,120.982256,-101,3.5
3,1,94,2,1,1368,2025-07-15T13:43:52,30.7,1008.3,14.594165,120.982259,-98,8.75
3,1,94,2,1,1374,2025-07-15T13:43:58,30.69,1008.24,14.594163,120.982267,-98,7.25
3,1,94,2,1,1380,2025-07-15T13:44:04,30.72,1008.23,14.594157,120.982281,-101,3
3,1,94,2,1,1386,2025-07-15T13:44:10,30.72,1008.3,14.594156,120.982291,-101,7.75
3,1,94,2,1,1392,2025-07-15T13:44:16,30.72,1008.24,14.594157,120.982297,-102,5
