Height_1,Height_1_5,Height_2,Height_2_5,Distance
13.2122093023256,13.2272727272727,13.4246987951807,12.287037037037,10
12.1144444444444,11.3559782608696,10.891156462585,12.5040322580645,20
12.5923913043478,11.3853383458647,12.5151006711409,12.8104026845638,30
11.6413043478261,12.6633333333333,12.3649425287356,13.6102941176471,40
12.2816091954023,12.1465517241379,12.3095238095238,12.2866666666667,50
11.7256097560976,13.5842696629213,11.6847826086957,12.84375,60
10.1654135338346,11.780487804878,12.8208955223881,11.7888513513514,70
