Distance,SNR_h1,SNR_h1.5,SNR_h2,SNR_h2.5
9.67,12.089953271028,11.1346801346801,13.2110552763819,12.9026442307692
31.82,13.2488888888889,8.35365853658537,11.9247448979592,12.4477401129943
53.58,11.9346733668342,12.864898989899,11.1292134831461,13.4758883248731
61.01,12.0664739884393,10.612676056338,12.0443548387097,12.7628205128205
80,7.64212328767123,12.5528169014085,12.365,10.2399193548387
80.78,11.4383802816901,9.07258064516129,11.503355704698,9.66239316239316
83.19,4.08582089552239,7.79155495978552,7.30167958656331,11.7963917525773
